assembly,d0_abundance,d5_abundance,log2fold_change,shift
AZC5T_124,0.000109878691084277,0.0000949778308861512,-0.210248916448682,unchanged
AZC5T_12,0.000438381394700793,0.000790850395073058,0.851218236002035,unchanged
AZC5T_13,0.000305953874221471,0.000120821368102101,-1.34043853987998,unchanged
AZC5T_14,0.000198531309174969,0.000130710968845625,-0.602986331483183,unchanged
AZC5T_15,0.00000473892670137252,0.000212534874002923,5.4869954300682,unchanged
AZC5T_16,0.000000693548083526246,0.00000627720631364056,3.17805481408087,unchanged
AZC5T_17,0.000299517643785413,0.00010930447010116,-1.45428858835171,unchanged
AZC5T_18,0.0000801193795642031,0.0000665207291438367,-0.268347266807979,unchanged
AZC5T_19,0.000399725494893657,0.00767938943874233,4.26391011455035,enriched
AZC5T_1,0.0001398731843535,0.0000885430349274402,-0.65966867454593,unchanged
AZC5T_20,0.0000952028471937202,0.0000736505292333704,-0.370308828159473,unchanged
AZC5T_21,0.00404570064855178,0.00241983612037007,-0.741480228717862,unchanged
AZC5T_22,0.00340164495769934,0.0031391815050791,-0.115844122568795,unchanged
AZC5T_23,0.0000208340877113826,0.0000192178568789268,-0.116498468497318,unchanged
AZC5T_24,0.000233276196443611,0.000196673585504889,-0.246235894259258,unchanged
AZC5T_25,0.00000389431352627351,0.0000037668697610906,-0.0480028850921422,unchanged
AZC5T_26,0.00344195028663093,0.0016493961828512,-1.0612882862451,unchanged
AZC5T_27,0.0000830105048211386,0.0000628191730721902,-0.402088966296065,unchanged
AZC5T_28,0.0000414498411021965,0.0000781143284515159,0.914220633922836,unchanged
AZC5T_29,0.00000948880918103121,0.0000209047228673684,1.13952996825584,unchanged
AZC5T_2,0.000372828515107618,0.00020350873688343,-0.873421473590431,unchanged
AZC5T_30,0.000146927672121662,0.000089646215132493,-0.712791557512059,unchanged
AZC5T_31,0.000067230447920568,0.000119888154167308,0.834502450276956,unchanged
AZC5T_32,0.0000181751588781316,0.0000367833299504988,1.01708411558698,unchanged
AZC5T_33,0.00000783613773567609,0.00000899922600308403,0.199658168770238,unchanged
AZC5T_34,0.000172694388905887,0.00143832348422743,3.05809506621414,unchanged
AZC5T_35,0.0000395085528507803,0.0000274197545356474,-0.52694934712955,unchanged
AZC5T_36,0.000148881422779613,0.000144260593263759,-0.0454864856939487,unchanged
AZC5T_37,0.0000128021735941674,0.000507186745487098,5.30805636191314,unchanged
AZC5T_38,0.0000437349296391976,0.000393368321657629,3.16902290269122,unchanged
AZC5T_39,0.0000281726955394361,0.000448217376729821,3.9918290698435,unchanged
AZC5T_3,0.00108054138089359,0.000791179124465881,-0.449678057641185,unchanged
AZC5T_40,0.000213642770736113,0.000129481649032776,-0.722452855362657,unchanged
AZC5T_41,0.0000176440083215264,0.0000174845010234028,-0.0131017212983008,unchanged
AZC5T_42,0.0000370813089214541,0.0000263142800651686,-0.494846245557438,unchanged
AZC5T_43,0.000451305644346418,0.000279974952269023,-0.688807058616919,unchanged
AZC5T_44,0.000113965414217106,0.0000622203311890935,-0.873138088057383,unchanged
AZC5T_45,0.00000780531647985611,0.00000976845270562144,0.323672931691425,unchanged
AZC5T_46,0.00000579116021311854,0.00000781336545328947,0.432091685006847,unchanged
AZC5T_47,0.000178126835759756,0.000139790329798517,-0.349640318915963,unchanged
AZC5T_48,0.000171786570728839,0.000145253946388291,-0.242039898825857,unchanged
AZC5T_49,0.00028321373246757,0.000168392193451469,-0.750065962929245,unchanged
AZC5T_4,0.00047148742155759,0.000285857580681316,-0.721922733155919,unchanged
AZC5T_50,0.0000977869688642783,0.000190479963294264,0.961925118806759,unchanged
AZC5T_51,0.0000737999751193089,0.0000162299272409434,-2.18496379762761,unchanged
AZC5T_52,0.000397429213576461,0.000267785808321921,-0.569618418676687,unchanged
AZC5T_53,0.0000235512132806537,0.0000779407285584512,1.72657603266866,unchanged
AZC5T_54,0.0000336784149967182,0.0000196000922549334,-0.780963797691821,unchanged
AZC5T_55,0.000353846534862083,0.00017617883071816,-1.00608320794923,unchanged
AZC5T_56,0.0000382792784638427,0.0000359929851601737,-0.0888478759203583,unchanged
AZC5T_57,0.000468457637753555,0.000312892889285367,-0.582249719358619,unchanged
AZC5T_58,0.0000521236179682916,0.0000711872018568444,0.449680667874866,unchanged
AZC5T_59,0.000554229542122352,0.000578983043625834,0.0630374844687062,unchanged
AZC5T_5,0.0000032012769625069,0.00000275650187053019,-0.215808918435516,unchanged
AZC5T_60,0.0000891402431905786,0.0000719909107404685,-0.308262127240455,unchanged
AZC5T_61,0.0000907139363145275,0.0000942514604278913,0.0551907651910598,unchanged
AZC5T_62,0.0000341463884824046,0.0000244753337707065,-0.480404464864952,unchanged
AZC5T_63,0.000667802441191377,0.000306611295960396,-1.12301051852344,unchanged
AZC5T_64,0.00564385862402134,0.0120073805708869,1.08916770448184,unchanged
AZC5T_65,0.000197587126817836,0.000117984714231839,-0.743888995444765,unchanged
AZC5T_66,0.000000602349149950058,0.00118022028588232,10.9361685570977,unchanged
AZC5T_67,0.00318646455953924,0.00112875426546961,-1.49722517537008,unchanged
AZC5T_68,0.000236158895590028,0.000134585472181572,-0.8112351929368,unchanged
AZC5T_69,0.0182151819261831,0.00870991451334041,-1.06441094008687,unchanged
AZC5T_6,0.000181038231082318,0.0000993503090567173,-0.865698032769841,unchanged
AZC5T_70,0.00000344825159715948,0.00000208527903211479,-0.725624598368607,unchanged
AZC5T_71,0.000650048350013565,0.0000848810859265983,-2.93703200988624,unchanged
AZC5T_72,0.0000441023899039674,0.0000179085369758793,-1.30020935511804,unchanged
AZC5T_73,0.000964630832030111,0.000270507344342058,-1.8343091588876,unchanged
AZC5T_74,0.000101643974171585,0.000234819121272917,1.2080252021402,unchanged
AZC5T_75,0.0000654569141880336,0.00162536977160317,4.63407856683202,unchanged
AZC5T_76,0.00019867992359941,0.0000924341515301584,-1.10394821113582,unchanged
AZC5T_77,0.000560714771523667,0.000428821967005818,-0.386888265038641,unchanged
AZC5T_78,0.000726406573159025,0.000429479875360922,-0.758186726543964,unchanged
AZC5T_79,0.000287658443576556,0.000114876658123912,-1.32427113250923,unchanged
AZC5T_7,0.0001579339679076,0.000164334125672379,0.0573106072940558,unchanged
AZC5T_80,0.00000157853859615007,0.000611106007062008,8.5966893165204,unchanged
AZC5T_81,0.000143611019934179,0.0000307945251304137,-2.22142067178497,unchanged
AZC5T_82,0.0006244373482759,0.000482463324151752,-0.372137553150458,unchanged
AZC5T_83,0.00163468764743434,0.0000646628923671011,-4.65993314423074,unchanged
AZC5T_84,0.000000879768383360556,0.00000100934632260172,0.198225610251304,unchanged
AZC5T_85,0.00168909328085232,0.0011267026051193,-0.584142239561203,unchanged
AZC5T_86,0.000134027487043315,0.0000959448247632787,-0.482252011243787,unchanged
AZC5T_87,0.00511492804467702,0.00250659858709438,-1.02898296678588,unchanged
AZC5T_88,0.0000529159819197273,0.0000424362388919117,-0.318406720919484,unchanged
AZC5T_89,0.00000170489273798781,0.0000165935062142606,3.28286587935231,unchanged
AZC5T_8,0.000186684464440979,0.000142346954698628,-0.391190244871577,unchanged
AZC5T_90,0.000824570255920896,0.000363311287963122,-1.18243623043894,unchanged
AZC5T_91,0.0000899712081258957,0.0000904667713624732,0.0079245890859467,unchanged
AZC5T_92,0.00017035207560278,0.0000852087922116765,-0.999445318860064,unchanged
AZC5T_93,0.000614497227105461,0.00281234227596227,2.19429378259601,unchanged
AZC5T_94,0.000122358841086734,0.000755927647273964,2.62712980750701,unchanged
AZC5T_95,0.0000384240983866329,0.0000268301067641789,-0.518158612298542,unchanged
AZC5T_96,0.0000341768330811625,0.000044102840940852,0.36785287268187,unchanged
AZC5T_97,0.000605598490600148,0.00277733132604882,2.19726578131347,unchanged
AZC5T_98,0.000725429454051309,0.00000416851492831221,-7.443158011046,unchanged
AZC5T_99,0.0000496914216350973,0.0000652291107354316,0.392519143555437,unchanged
AZC5T_9,0.000115382982913947,0.0000734658424625081,-0.651284928097143,unchanged
AZC7E_100,0.0000153269685575192,0.0000445545429380492,1.5395001595521,unchanged
AZC7E_101,0.000299403026667016,0.0125271894410201,5.38683015674617,enriched
AZC7E_102,0.000000799013708310908,0.00000766290973400533,3.26160015130103,unchanged
AZC7E_103,0.0000836498134640242,0.0000712783895846003,-0.230897581152234,unchanged
AZC7E_104,0.000048372724668227,0.0132301741556253,8.09542253525181,enriched
AZC7E_105,0.0000339083235469997,0.000313410907950257,3.20834402891668,unchanged
AZC7E_106,0.00000925750093416844,0.000575280862866126,5.95749987852306,unchanged
AZC7E_107,0.00333080899337471,0.00115775521184492,-1.5245423728285,unchanged
AZC7E_108,0.0000693533017243763,0.0000508998765155013,-0.44630241073149,unchanged
AZC7E_109,0.000753543078231567,0.00467813899546976,2.63417283257927,unchanged
AZC7E_10,0.00000391902447600853,0.00000400102739307517,0.0298759229188998,unchanged
AZC7E_110,0.000000259841629279721,0.000700185220957154,11.3958883115391,unchanged
AZC7E_111,0.0000850558869317888,0.00305244120287167,5.16540860369229,unchanged
AZC7E_112,0.0000936277264421594,0.0000484059687601265,-0.951750873672535,unchanged
AZC7E_113,0.0000981250355008402,0.0657878451862525,9.38898407331743,enriched
AZC7E_114,0.00000286730248402214,0.000296583665732765,6.69260122501893,unchanged
AZC7E_115,0.00000142225137531405,0.00000167852602509976,0.239018429695545,unchanged
AZC7E_116,0.00924154909429821,0.0025305600553565,-1.86867798763643,unchanged
AZC7E_117,0.00000341169669231659,0.000445188313114485,7.02778251651384,unchanged
AZC7E_118,0.0000249050654557856,0.000442688275951358,4.15178005812093,unchanged
AZC7E_11,0.000169879386715134,0.000440813005859413,1.37565598467362,unchanged
AZC7E_12,0.000394343502563689,0.00535299112692345,3.76282048396425,enriched
AZC7E_13,0.0000852694827118232,0.0000875981310960718,0.0388705857693784,unchanged
AZC7E_14,0.0000147441082280409,0.000213023285786721,3.85280067026785,unchanged
AZC7E_15,0.000191852224193366,0.000131542779373076,-0.544463432108309,unchanged
AZC7E_16,0.000651915858934264,0.00000362654601155712,-7.48994580827187,unchanged
AZC7E_17,0.0000619415561556064,0.00325450054569224,5.71538471765646,unchanged
AZC7E_18,0.0000068481043343682,0.00000555642890426672,-0.301546715940868,unchanged
AZC7E_19,0.000326095543820513,0.0001472730746326,-1.14680103430209,unchanged
AZC7E_1,0.0000333517087265353,0.0000219119423442166,-0.606043302625575,unchanged
AZC7E_20,0.0000234770804314487,0.0000148200410289149,-0.663703566862782,unchanged
AZC7E_21,0.000114523293871454,0.0000701151879994937,-0.707842177696128,unchanged
AZC7E_22,0.00000900759204365562,0.000953290105962138,6.72563002392958,unchanged
AZC7E_23,0.000371015143488349,0.0138883902283272,5.22625750567797,enriched
AZC7E_24,0.00011535342649201,0.0000897983620984253,-0.361299823002332,unchanged
AZC7E_25,0.0116348941216133,0.00585880427270431,-0.989779922969384,unchanged
AZC7E_26,0.0000922738742670275,0.0105075085410686,6.83128268202423,enriched
AZC7E_27,0.000229397386511399,0.000202020977426958,-0.183343847919941,unchanged
AZC7E_28,0.000183349053608573,0.000101222347025114,-0.85706498795234,unchanged
AZC7E_29,0.0015418027752823,0.000804614029453574,-0.938249431535116,unchanged
AZC7E_2,0.0000655960283928316,0.00656497271786323,6.64503673806693,enriched
AZC7E_30,0.000313850840500146,0.000106168814608424,-1.56371901272943,unchanged
AZC7E_31,0.0000329252425495599,0.000029174228478959,-0.174499564443375,unchanged
AZC7E_32,0.000113117894717177,0.00940716696989073,6.37786123123545,enriched
AZC7E_33,0.000158051519281857,0.0000986676645011596,-0.67974563801664,unchanged
AZC7E_34,0.0032885364681764,0.00198196689661719,-0.730512802689406,unchanged
AZC7E_35,0.0000168884410692981,0.000011632603359706,-0.537862156636788,unchanged
AZC7E_36,0.0000645608609654567,0.00334519007463884,5.69528455918888,unchanged
AZC7E_37,0.000101795550782917,0.0087474226285553,6.42511158732273,enriched
AZC7E_38,0.00010466183022742,0.0248606215190668,7.89198316142011,enriched
AZC7E_39,0.0000107951506730341,0.00795470413438323,9.52528108214924,enriched
AZC7E_3,0.0000580999754417252,0.0116704246434106,7.65010378715974,enriched
AZC7E_40,0.0000952011777717437,0.0000625810128782071,-0.605254412908341,unchanged
AZC7E_41,0.000218495640242394,0.00007407935523622,-1.56046104617124,unchanged
AZC7E_42,0.000172017985907369,0.000139084624779015,-0.306596473729613,unchanged
AZC7E_43,0.0000060515133621579,0.00000469745459111295,-0.365416760999497,unchanged
AZC7E_44,0.00273127541778968,0.000078360678239093,-5.12330110576606,unchanged
AZC7E_45,0.0000000983322791804251,0.000525770707843127,12.3844810645882,unchanged
AZC7E_46,0.000295699913775476,0.000206020346133447,-0.52134700082223,unchanged
AZC7E_47,0.00644332188423007,0.000375726227909583,-4.10005093495944,depleted
AZC7E_48,0.0000343852067319337,0.000315645957512828,3.19844735002793,unchanged
AZC7E_49,0.00009573558337921,0.0000761090339994605,-0.330987541886242,unchanged
AZC7E_4,0.0229609849505428,0.00100527572628791,-4.51352136807175,depleted
AZC7E_50,0.0000205986873064428,0.0000141145034290852,-0.545374028289907,unchanged
AZC7E_51,0.0000849981737844977,0.0000536794558999003,-0.663061796458337,unchanged
AZC7E_52,0.0000687416382870859,0.00461534211550264,6.06910954720975,unchanged
AZC7E_53,0.000000352951779196876,0.0000133948312975062,5.24606150711536,unchanged
AZC7E_54,0.00481909068132627,0.0383255623332191,2.99147410624795,enriched
AZC7E_55,0.000503928828716459,0.00023553586356023,-1.09727324560327,unchanged
AZC7E_56,0.000142222068412847,0.000315120868502492,1.14775995483716,unchanged
AZC7E_57,0.000113942130894983,0.00012714283667731,0.158148889584459,unchanged
AZC7E_58,0.000171472489658919,0.0116171375759644,6.08213369214341,enriched
AZC7E_59,0.000593657433676086,0.000804247652416027,0.438009146742561,unchanged
AZC7E_5,0.0000287565789084337,0.000208215317386473,2.85611224697263,unchanged
AZC7E_60,0.000936646798696433,0.0043073537583645,2.20122478756654,unchanged
AZC7E_61,0.000119729980195179,0.00434831759849874,5.18260096663457,unchanged
AZC7E_62,0.000480469139956838,0.0011385515824463,1.2446839784636,unchanged
AZC7E_63,0.0000347106481682329,0.0000229128649936403,-0.599220442982398,unchanged
AZC7E_64,0.00079111376067552,0.00182741780743671,1.20784944734632,unchanged
AZC7E_65,0.00000110967693364199,0.000298551444320134,8.07169601996634,unchanged
AZC7E_66,0.000351500915438509,0.000411376921143686,0.226932412183742,unchanged
AZC7E_67,0.000151857153075311,0.0000985291994179466,-0.624091626811084,unchanged
AZC7E_68,0.000195273100310326,0.00880244130240329,5.49433857102805,enriched
AZC7E_69,0.00644337983917173,0.00137304294936394,-2.23044089026942,depleted
AZC7E_6,0.0000317270591438375,0.000382719609131394,3.59250211548652,unchanged
AZC7E_70,0.00172762171489255,0.015208358201377,3.13800515672789,enriched
AZC7E_71,0.0000965663623822239,0.000951551978645952,3.30068982814406,unchanged
AZC7E_72,0.0156847146913074,0.00000740567458815193,-11.0484405083889,depleted
AZC7E_73,0.000487479297884551,0.0127194106294558,4.70554706053218,enriched
AZC7E_74,0.000405645706502564,0.000267945191513186,-0.598282292502504,unchanged
AZC7E_75,0.00000203313356744967,0.000254242347411388,6.96635554332023,unchanged
AZC7E_76,0.0000524800155231084,0.0000732730001979008,0.481513542030452,unchanged
AZC7E_77,0.000195609120867849,0.000126901259890182,-0.624267249394355,unchanged
AZC7E_78,0.00359947749104536,0.00175470994199863,-1.03655492752263,unchanged
AZC7E_79,0.000318066536028128,0.00659337615686891,4.37361689234121,enriched
AZC7E_7,0.00000170489273798781,0.000307898239048541,7.49662882996822,unchanged
AZC7E_80,0.0000373114871971307,0.0000363939435987814,-0.035921477482522,unchanged
AZC7E_81,0.000218093457288486,0.00268605711603951,3.62247158690982,unchanged
AZC7E_82,0.00000691370414138768,0.00000229218916855961,-1.59273275660266,unchanged
AZC7E_83,0.00015261115783723,0.000134294040083989,-0.184465165625058,unchanged
AZC7E_84,0.0000210192849716977,0.00458775960144157,7.76993239297448,unchanged
AZC7E_85,0.0000464622297416,0.0000226392010506118,-1.03723534574259,unchanged
AZC7E_86,0.000154507869661377,0.0000956757323011776,-0.691455378410568,unchanged
AZC7E_87,0.00000219655413388994,0.0118220416819554,12.3939495369243,enriched
AZC7E_88,0.0000622503081645965,0.00244287628139908,5.294356011321,unchanged
AZC7E_89,0.0000820227411452258,0.0203304003754804,7.95339895337444,enriched
AZC7E_8,0.000155562200321767,0.000339481870371662,1.12584298513096,unchanged
AZC7E_90,0.0000721343576786904,0.00209716171656507,4.86160772426199,unchanged
AZC7E_91,0.000170814310646988,0.000137416147013829,-0.31387731026914,unchanged
AZC7E_92,0.00000193149037534695,0.000000995211790852507,-0.95663900548204,unchanged
AZC7E_93,0.000000665526220868929,0.00111823082289274,10.7144348890273,unchanged
AZC7E_94,0.0000162537361042492,0.00156330493269388,6.58768402655975,unchanged
AZC7E_95,0.00000929405583901132,0.00679885065395265,9.51476685133088,enriched
AZC7E_96,0.00000105363320832736,0.00189739454586313,10.8144312676904,unchanged
AZC7E_97,0.00012432852785787,0.0000854666303763077,-0.540724219963163,unchanged
AZC7E_98,0.000154419335258266,0.000108779850789778,-0.505442055610236,unchanged
AZC7E_99,0.000155720105894974,0.000116921475936936,-0.413415284910531,unchanged
AZC7E_9,0.0000102493567681583,0.000583522181584269,5.8311822218787,unchanged
AZC9C_100,0.000241223454452458,0.000138108889439289,-0.804564006782894,unchanged
AZC9C_101,0.00000311147772551205,0.00000874301242518932,1.49053053102254,unchanged
AZC9C_102,0.000180391198573432,0.000142454169724302,-0.340631099217046,unchanged
AZC9C_103,0.00117883024551772,0.000447862156309557,-1.39622931074949,unchanged
AZC9C_104,0.000189493030738191,0.000116304597719852,-0.704236659127345,unchanged
AZC9C_105,0.00000418320005772982,0.00000252132267058694,-0.730426233826732,unchanged
AZC9C_106,0.00000116954309163856,0.00000140196479786754,0.261505106418921,unchanged
AZC9C_107,0.0000990802015672895,0.0000601563376644388,-0.719880065594719,unchanged
AZC9C_108,0.00400837016668129,0.00304190852130482,-0.398038977462802,unchanged
AZC9C_109,0.0000288169565861899,0.0000635530463954301,1.14104330424409,unchanged
AZC9C_10,0.00000462352833782095,0.00000549188565327274,0.248307356383351,unchanged
AZC9C_110,0.00622684829394042,0.00351735617266948,-0.824010699163982,unchanged
AZC9C_111,0.000181581281456092,0.0000987800540265393,-0.878323825294993,unchanged
AZC9C_112,0.000218645682294448,0.000111981774880005,-0.965330907420342,unchanged
AZC9C_113,0.000898821738546828,0.000585646418137995,-0.618005111713883,unchanged
AZC9C_114,0.000000937723325016158,0.00000058743721587879,-0.674727651248107,unchanged
AZC9C_115,0.00186830182754512,0.000571880470902343,-1.70794199884916,unchanged
AZC9C_116,0.00112839614279484,0.000682976375862924,-0.724366057766181,unchanged
AZC9C_11,0.000161256725608712,0.0000788731053948824,-1.03175398218735,unchanged
AZC9C_12,0.0000752246771617542,0.0000546787539625876,-0.460225643314822,unchanged
AZC9C_13,0.000014499932986551,0.0000130618993629495,-0.15068153466373,unchanged
AZC9C_14,0.0000673299939640266,0.000231270350825616,1.78025908174978,unchanged
AZC9C_15,0.000211913436773785,0.000137794262018152,-0.620959254352196,unchanged
AZC9C_16,0.00000289583586643909,0.000006646496145529,1.19861415690286,unchanged
AZC9C_17,0.0000295252828806842,0.0000399224857462165,0.435250669791419,unchanged
AZC9C_18,0.0000241868064225243,0.00074661801036183,4.94807811416318,unchanged
AZC9C_19,0.0000262469388131121,0.000018118428106364,-0.534691373251538,unchanged
AZC9C_1,0.000162782154735408,0.0000822967438319932,-0.984035295474983,unchanged
AZC9C_20,0.00000999091483545987,0.00000489023019580855,-1.03071440877161,unchanged
AZC9C_21,0.0000608425652748554,0.000167889847115656,1.46436210102253,unchanged
AZC9C_22,0.0000234113457617316,0.0000249939740440842,0.0943724405769519,unchanged
AZC9C_23,0.00038694105293614,0.000153142689301077,-1.3372373037598,unchanged
AZC9C_24,0.00116402903862506,0.00056243589087926,-1.04936648353949,unchanged
AZC9C_25,0.00143468226621076,0.00246482784478445,0.780755621560909,unchanged
AZC9C_26,0.000166228848634714,0.000185191888973711,0.155850132641101,unchanged
AZC9C_27,0.000168672698198257,0.0000927300217888449,-0.863118075128666,unchanged
AZC9C_28,0.0000329230895388544,0.0000205651592660425,-0.678897481423347,unchanged
AZC9C_29,0.000280374726364056,0.000214093123188331,-0.389117851136438,unchanged
AZC9C_2,0.0000877997415988028,0.0000554039524831409,-0.664227792904548,unchanged
AZC9C_30,0.00136542514375486,0.000700109896187217,-0.963696919228186,unchanged
AZC9C_31,0.0000737202434837785,0.0000209324059620136,-1.81632269202998,unchanged
AZC9C_32,0.0000816005019890251,0.000269072118910798,1.7213429750494,unchanged
AZC9C_33,0.000201437584507479,0.0000382633865622562,-2.39629641604633,unchanged
AZC9C_34,0.00176126460760886,0.00054208688855085,-1.70001565402481,unchanged
AZC9C_35,0.000106791789445802,0.0000710224271362142,-0.588454162176401,unchanged
AZC9C_36,0.00000102370012932908,0.00000084986391136179,-0.268489424892788,unchanged
AZC9C_37,0.0000600092845351047,0.0000576822582494599,-0.057058082408017,unchanged
AZC9C_38,0.00014656669882004,0.000117124902820324,-0.323509497456861,unchanged
AZC9C_39,0.0000981905004451621,0.0000765681210519525,-0.358839601430241,unchanged
AZC9C_3,0.0030709878528164,0.00145002815999175,-1.08262188770338,unchanged
AZC9C_40,0.000809249160667553,0.00257943008711659,1.67239647498672,unchanged
AZC9C_41,0.000106644867581912,0.0000915043200886617,-0.220902773413968,unchanged
AZC9C_42,0.000284255791446184,0.000178447757903254,-0.671687968139889,unchanged
AZC9C_43,0.0000171710824319719,0.0000174463511196623,0.022944343377309,unchanged
AZC9C_44,0.00001259506477728,0.0000159938101828776,0.344655129000746,unchanged
AZC9C_45,0.0000197480986879564,0.0000143669655744899,-0.45895837535925,unchanged
AZC9C_46,0.0000246152907475076,0.000271811037096371,3.46497735362424,unchanged
AZC9C_47,0.00063501313679639,0.000576760654378023,-0.13881368810525,unchanged
AZC9C_48,0.000204734101492033,0.00128766078210006,2.65292925411428,unchanged
AZC9C_49,0.000131933059690257,0.000341898391631471,1.37376151665283,unchanged
AZC9C_4,0.000155795582578699,0.0000478336039341194,-1.70355793015349,unchanged
AZC9C_50,0.00022112985812591,0.000201500377727499,-0.13411129544531,unchanged
AZC9C_51,0.0000824593259932713,0.000075689402108239,-0.123591358132711,unchanged
AZC9C_52,0.0000143873340161621,0.000011031031612078,-0.383231567594016,unchanged
AZC9C_53,0.000250031256957134,0.000103802787317481,-1.26826327710728,unchanged
AZC9C_54,0.000290290391932788,0.00761766940921334,4.71378095196872,enriched
AZC9C_55,0.0000205537342221119,0.0000179470217189646,-0.195656077079108,unchanged
AZC9C_56,0.000000138709616705249,0.00000206918507428439,3.89892297210488,unchanged
AZC9C_57,0.0000345549793988234,0.000440908935567341,3.67351519109775,unchanged
AZC9C_58,0.000279082697840411,0.00045169820746248,0.694666503450961,unchanged
AZC9C_59,0.000559580844090445,0.0003369768943282,-0.731696903370282,unchanged
AZC9C_5,0.0000380477004915848,0.0000215404419567384,-0.820761412732894,unchanged
AZC9C_60,0.000000421350979379017,0.00604680592116724,13.8088631758525,enriched
AZC9C_61,0.000435724934880792,0.0000608498009183611,-2.84009322755601,unchanged
AZC9C_62,0.0000846058677072953,0.0000580380165683768,-0.543759506086042,unchanged
AZC9C_63,0.0000181866261761774,0.0000734109955821594,2.01311823610685,unchanged
AZC9C_64,0.0000751598585998895,0.0000954047811727559,0.344099215549591,unchanged
AZC9C_65,0.000291402254600622,0.000103912296608582,-1.4876456519806,unchanged
AZC9C_66,0.000507944851222039,0.000347886861612211,-0.546053673893811,unchanged
AZC9C_67,0.0000840096288634302,0.0000579996992449639,-0.534509274350377,unchanged
AZC9C_68,0.00276852581712703,0.0247421787142969,3.15978266435418,enriched
AZC9C_69,0.00690054104376432,0.000991347661264827,-2.7992464841934,depleted
AZC9C_6,0.00196563829359618,0.0129487098824443,2.71973859110423,enriched
AZC9C_70,0.000145148162945741,0.0000472042653820101,-1.62053718009011,unchanged
AZC9C_71,0.00000149778392110042,0.00189633608056867,10.3061694476709,unchanged
AZC9C_72,0.000154226116475525,0.0000967456193127747,-0.672778848343787,unchanged
AZC9C_73,0.000149155261374706,0.000097264510715661,-0.616829464571659,unchanged
AZC9C_74,0.0000785235330893174,0.000054520125699634,-0.526336198539568,unchanged
AZC9C_75,0.0000640707341288334,0.000551185753895572,3.10480117396344,unchanged
AZC9C_76,0.0000457234588483478,0.000017413912074493,-1.39269419933312,unchanged
AZC9C_77,0.0000178707408215831,0.0000123441866574517,-0.533767659441061,unchanged
AZC9C_78,0.00000418599945089249,0.000708239141629613,7.40252064551959,unchanged
AZC9C_79,0.00381400559458027,0.000386013492927614,-3.30458377762968,unchanged
AZC9C_7,0.0134828259334994,0.0097215121488711,-0.471870267132047,unchanged
AZC9C_80,0.00253672707223697,0.00149102126292902,-0.766667475920258,unchanged
AZC9C_81,0.000828618020582605,0.000665247433328252,-0.316816157016515,unchanged
AZC9C_82,0.000273822367388897,0.000150331659879405,-0.865091425920511,unchanged
AZC9C_83,0.0000578412917146623,0.000232065501176452,2.00436039168782,unchanged
AZC9C_84,0.0000236873652985608,0.000213393749096102,3.17132827184322,unchanged
AZC9C_85,0.000353941881815798,0.000120986209482643,-1.54866987303189,unchanged
AZC9C_86,0.000086836312215563,0.000174566940689959,1.00741000504975,unchanged
AZC9C_87,0.0000171815266904984,0.0000510675314704107,1.57154808795454,unchanged
AZC9C_88,0.000829164288491298,0.00653978222756046,2.97951270822596,enriched
AZC9C_89,0.000234035102539792,0.000143831885070595,-0.70234140142814,unchanged
AZC9C_8,0.000000509239000032903,0.00000216608366061153,2.08867414792682,unchanged
AZC9C_90,0.0000104407991972558,0.0000283132947397241,1.43924749334586,unchanged
AZC9C_91,0.00924259890507385,0.000198397812368911,-5.54183055371271,depleted
AZC9C_92,0.0000853575055951747,0.000054609019161964,-0.644378772204478,unchanged
AZC9C_93,0.000462001732564722,0.000282946386449919,-0.707369549272759,unchanged
AZC9C_94,0.00212173569350052,0.000920000591007624,-1.20553825657448,unchanged
AZC9C_95,0.0000155354770709879,0.00000996318773639823,-0.64088723148051,unchanged
AZC9C_96,0.0013168256123784,0.000730368814348426,-0.850367230857218,unchanged
AZC9C_97,0.0034397775504775,0.00116843832284241,-1.55773368716534,unchanged
AZC9C_98,0.00130186421600788,0.000802716585606034,-0.697616371984032,unchanged
AZC9C_99,0.0000431862014784615,0.0000292071031232338,-0.564251154212476,unchanged
AZC9C_9,0.0000501747917831784,0.0000333979251269647,-0.58720424777182,unchanged
AZC3J_10,0.000622419406268719,0.00040600856458315,-0.616376881687666,unchanged
AZC3J_11,0.000100534701826036,0.0000509735301682873,-0.97987339062919,unchanged
AZC3J_12,0.000372039034342437,0.000187400343669508,-0.989330398137961,unchanged
AZC3J_13,0.00116243995759993,0.000350352684773685,-1.73027634315175,unchanged
AZC3J_14,0.0000697557823347101,0.000189499974263031,1.44181293470537,unchanged
AZC3J_15,0.0000736536764993011,0.0000601001343767866,-0.293389324035466,unchanged
AZC3J_16,0.00102898674280555,0.000312555368819959,-1.71904070577309,unchanged
AZC3J_17,0.000013455990722626,0.00000519710362245657,-1.37246888644284,unchanged
AZC3J_18,0.143358589878464,0.0052940531706872,-4.75911185696013,depleted
AZC3J_19,0.000128687801613333,0.00038904243257412,1.59605221129571,unchanged
AZC3J_1,0.00293264648802969,0.00219304216549702,-0.419269622927235,unchanged
AZC3J_20,0.00259210429539207,0.00196746413994261,-0.39778642674239,unchanged
AZC3J_21,0.00440000239204414,0.00265656765866043,-0.727940851580364,unchanged
AZC3J_22,0.00000909254580844927,0.00000420989695560117,-1.11089936772378,unchanged
